sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable	store
AALAND-ISLANDS-20GB-30D	B0FR39Q1KJ	B0FR39Q1KJ	Aaland Islands eSIM 20GB 30Days	New	33.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AALAND-ISLANDS-3GB-15D	B0FR3CCSMB	B0FR3CCSMB	Aaland Islands eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AALAND-ISLANDS-5GB-30D	B0FR3G6JWB	B0FR3G6JWB	Aaland Islands eSIM 5GB 30Days	New	13.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AE_20_30	B0FRB7TFJR	B0FRB7TFJR	United Arab Emirates eSIM 20GB 30Days	New	40.66	No		Yes	0	0	0	0	20	96.03	0	20	0	0	0	5	
AE_3_15	B0FRBBYBGH	B0FRBBYBGH	United Arab Emirates eSIM 3GB 15Days	New	8.03	No		Yes	0	0	0	0	20	96.03	0	20	0	0	0	5	
AE_5_30	B0FRB89XHX	B0FRB89XHX	United Arab Emirates eSIM 5GB 30Days	New	12.77	No		Yes	0	0	0	0	20	96.03	0	20	0	0	0	5	
AFRICA-5GB-30D	B0FR3GK9Z7	B0FR3GK9Z7	Africa eSIM 5GB 30Days	New	29.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
ALBANIA-5GB-30D	B0FR4ZG3Z6	B0FR4ZG3Z6	Albania eSIM 5GB 30Days	New	10.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	5	0	
ALGERIA-20GB-30D	B0H6M5TDMD	B0H6M5TDMD	Algeria eSIM 20GB 30Days	New	26.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ALGERIA-3GB-15D	B0H6M9R3WH	B0H6M9R3WH	Algeria eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ALGERIA-5GB-30D	B0H6MDYKG8	B0H6MDYKG8	Algeria eSIM 5GB 30Days	New	11.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANDORRA-20GB-30D	B0H6MJ97WC	B0H6MJ97WC	Andorra eSIM 20GB 30Days	New	44.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANDORRA-3GB-15D	B0H6MBPRYN	B0H6MBPRYN	Andorra eSIM 3GB 15Days	New	15.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANDORRA-5GB-30D	B0H6M5P65S	B0H6M5P65S	Andorra eSIM 5GB 30Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANGOLA-3GB-15D	B0H6M5RWZH	B0H6M5RWZH	Angola eSIM 3GB 15Days	New	35.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANGOLA-5GB-30D	B0H6MKZSB4	B0H6MKZSB4	Angola eSIM 5GB 30Days	New	58.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANGUILLA-20GB-30D	B0H6MHMZY8	B0H6MHMZY8	Anguilla eSIM 20GB 30Days	New	87.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANGUILLA-3GB-15D	B0H6M7X7QY	B0H6M7X7QY	Anguilla eSIM 3GB 15Days	New	24.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANGUILLA-5GB-30D	B0H6MFJ63H	B0H6MFJ63H	Anguilla eSIM 5GB 30Days	New	32.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANTIGUA-AND-BARBUDA-20GB-30D	B0H6M2MQJB	B0H6M2MQJB	Antigua and Barbuda eSIM 20GB 30Days	New	99.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANTIGUA-AND-BARBUDA-3GB-15D	B0H6MBBFLQ	B0H6MBBFLQ	Antigua and Barbuda eSIM 3GB 15Days	New	26.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ANTIGUA-AND-BARBUDA-5GB-30D	B0H6MCR5F9	B0H6MCR5F9	Antigua and Barbuda eSIM 5GB 30Days	New	35.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ARGENTINA-20GB-30D	B0FR5DCH33	B0FR5DCH33	Argentina eSIM 20GB 30Days	New	37.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
ARGENTINA-3GB-15D	B0FR554SXN	B0FR554SXN	Argentina eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
ARMENIA-20GB-30D	B0FR4ZT5XT	B0FR4ZT5XT	Armenia eSIM 20GB 30Days	New	31.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ARMENIA-3GB-15D	B0FR5BK9R4	B0FR5BK9R4	Armenia eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ASIA-20-3GB-15D	B0FR9FZ4RF	B0FR9FZ4RF	Asia-20 eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	5	0	
ASIA-20-5GB-30D	B0FR9BQNSV	B0FR9BQNSV	Asia-20 eSIM 5GB 30Days	New	13.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	5	0	
AUSTRALIA-20GB-30D	B0FR9G1ZQJ	B0FR9G1ZQJ	Australia eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
AUSTRALIA-3GB-15D	B0FR9SKY4D	B0FR9SKY4D	Australia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AUSTRALIA-5GB-30D	B0FR9JRB62	B0FR9JRB62	Australia eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AUSTRIA-20GB-30D	B0FR8XBSBP	B0FR8XBSBP	Austria eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
AUSTRIA-3GB-15D	B0FR9QSMSP	B0FR9QSMSP	Austria eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
AUSTRIA-5GB-30D	B0FR8XCH78	B0FR8XCH78	Austria eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
AU_20_30	B0FR9G1ZQJ	B0FR9G1ZQJ	Australia eSIM 20GB 30Days	New	15.72	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
AU_3_15	B0FR9SKY4D	B0FR9SKY4D	Australia eSIM 3GB 15Days	New	6.81	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AU_5_30	B0FR9JRB62	B0FR9JRB62	Australia eSIM 5GB 30Days	New	8.59	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
AZERBAIJAN-3GB-15D	B0FR9BTC98	B0FR9BTC98	Azerbaijan eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
BAHAMAS-20GB-30D	B0H6MCPR9P	B0H6MCPR9P	Bahamas eSIM 20GB 30Days	New	121.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BAHAMAS-3GB-15D	B0H6MB828R	B0H6MB828R	Bahamas eSIM 3GB 15Days	New	32.99	No		Yes	0	0	0	0	24	96.03	0	24	0	0	0	9	
BAHAMAS-5GB-30D	B0H6MFGH8P	B0H6MFGH8P	Bahamas eSIM 5GB 30Days	New	43.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BAHRAIN-3GB-15D	B0FR9K64KF	B0FR9K64KF	Bahrain eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
BANGLADESH-20GB-30D	B0FR8FJ3HJ	B0FR8FJ3HJ	Bangladesh eSIM 20GB 30Days	New	23.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BANGLADESH-3GB-15D	B0FR9L7SG3	B0FR9L7SG3	Bangladesh eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BANGLADESH-5GB-30D	B0FR9BQFCM	B0FR9BQFCM	Bangladesh eSIM 5GB 30Days	New	10.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BARBADOS-20GB-30D	B0H6MJ921X	B0H6MJ921X	Barbados eSIM 20GB 30Days	New	85.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BARBADOS-3GB-15D	B0H6MCD72X	B0H6MCD72X	Barbados eSIM 3GB 15Days	New	23.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BARBADOS-5GB-30D	B0H6MG6VYJ	B0H6MG6VYJ	Barbados eSIM 5GB 30Days	New	31.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BELARUS-3GB-15D	B0FR9G3Z82	B0FR9G3Z82	Belarus eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BELARUS-5GB-30D	B0FR8FFT4D	B0FR8FFT4D	Belarus eSIM 5GB 30Days	New	11.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BELGIUM-20GB-30D	B0FR9BVRCH	B0FR9BVRCH	Belgium eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BELGIUM-3GB-15D	B0FR9G432K	B0FR9G432K	Belgium eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BELGIUM-5GB-30D	B0FR9SXCW6	B0FR9SXCW6	Belgium eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BELIZE-20GB-30D	B0H6MBSQM8	B0H6MBSQM8	Belize eSIM 20GB 30Days	New	145.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BELIZE-3GB-15D	B0H6MFPNTX	B0H6MFPNTX	Belize eSIM 3GB 15Days	New	32.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BELIZE-5GB-30D	B0H6MF1H4V	B0H6MF1H4V	Belize eSIM 5GB 30Days	New	53.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BENIN-20GB-30D	B0H6M7VGSZ	B0H6M7VGSZ	Benin eSIM 20GB 30Days	New	77.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BENIN-3GB-15D	B0H6M9YHDR	B0H6M9YHDR	Benin eSIM 3GB 15Days	New	18.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BENIN-5GB-30D	B0H6MHRNBH	B0H6MHRNBH	Benin eSIM 5GB 30Days	New	31.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BERMUDA-20GB-30D	B0H6MCGQ77	B0H6MCGQ77	Bermuda eSIM 20GB 30Days	New	101.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BERMUDA-3GB-15D	B0H6MDMTGH	B0H6MDMTGH	Bermuda eSIM 3GB 15Days	New	25.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BERMUDA-5GB-30D	B0H6MFM5X4	B0H6MFM5X4	Bermuda eSIM 5GB 30Days	New	33.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BE_20_30	B0FR9BVRCH	B0FR9BVRCH	Belgium eSIM 20GB 30Days	New	19.14	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BE_3_15	B0FR9G432K	B0FR9G432K	Belgium eSIM 3GB 15Days	New	7.42	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BE_5_30	B0FR9SXCW6	B0FR9SXCW6	Belgium eSIM 5GB 30Days	New	8.60	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BHUTAN-20GB-30D	B0H6M5WDSH	B0H6M5WDSH	Bhutan eSIM 20GB 30Days	New	58.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BHUTAN-3GB-15D	B0H6MJB588	B0H6MJB588	Bhutan eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BHUTAN-5GB-30D	B0H6M9C23Q	B0H6M9C23Q	Bhutan eSIM 5GB 30Days	New	19.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
BOLIVIA-20GB-30D	B0FR9RH588	B0FR9RH588	Bolivia eSIM 20GB 30Days	New	89.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BOLIVIA-3GB-15D	B0FR8FKPKH	B0FR8FKPKH	Bolivia eSIM 3GB 15Days	New	24.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BOSNIA-AND-HERZEGOVINA-3GB-15D	B0FR9G8ZVK	B0FR9G8ZVK	Bosnia and Herzegovina eSIM 3GB 15Days	New	11.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	4	1	
BOTSWANA-3GB-15D	B0FR9G7N2Q	B0FR9G7N2Q	Botswana eSIM 3GB 15Days	New	23.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
BRAZIL-20GB-30D	B0FR9KLZCR	B0FR9KLZCR	Brazil eSIM 20GB 30Days	New	33.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
BRAZIL-3GB-15D	B0FR9G5LKV	B0FR9G5LKV	Brazil eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
BRUNEI-DARUSSALAM-20GB-30D	B0FR9F971C	B0FR9F971C	Brunei Darussalam eSIM 20GB 30Days	New	66.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
BRUNEI-DARUSSALAM-3GB-15D	B0FR9KTJND	B0FR9KTJND	Brunei Darussalam eSIM 3GB 15Days	New	13.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
BULGARIA-3GB-15D	B0H6MCT4Y5	B0H6MCT4Y5	Bulgaria eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
BURKINA-FASO-3GB-15D	B0FR9HWFSK	B0FR9HWFSK	Burkina Faso eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
BURKINA-FASO-5GB-30D	B0FR9BWKSY	B0FR9BWKSY	Burkina Faso eSIM 5GB 30Days	New	29.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
CAMBODIA-20GB-30D	B0FR9GFJPL	B0FR9GFJPL	Cambodia eSIM 20GB 30Days	New	26.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
CAMBODIA-3GB-15D	B0FR8XKMJ4	B0FR8XKMJ4	Cambodia eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	3	2	
CAMEROON-3GB-15D	B0FR9VJ1ZB	B0FR9VJ1ZB	Cameroon eSIM 3GB 15Days	New	21.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CANADA-PREMIUM-20GB-30D	B0H6MJ9N4Y	B0H6MJ9N4Y	Canada eSIM 20GB 30Days Premium	New	29.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	0	20	
CANADA-PREMIUM-3GB-15D	B0H6MJ1HMJ	B0H6MJ1HMJ	Canada eSIM 3GB 15Days Premium	New	10.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	2	18	
CANADA-PREMIUM-5GB-30D	B0H6MPXGBN	B0H6MPXGBN	Canada eSIM 5GB 30Days Premium	New	15.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	0	20	
CAPE-VERDE-20GB-30D	B0H6M9VSPG	B0H6M9VSPG	Cape Verde eSIM 20GB 30Days	New	163.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CAPE-VERDE-3GB-15D	B0H6M9R16H	B0H6M9R16H	Cape Verde eSIM 3GB 15Days	New	32.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	2	3	
CAPE-VERDE-5GB-30D	B0H6MFG453	B0H6MFG453	Cape Verde eSIM 5GB 30Days	New	54.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CAYMAN-ISLANDS-20GB-30D	B0H6MGXYNS	B0H6MGXYNS	Cayman Islands eSIM 20GB 30Days	New	95.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CAYMAN-ISLANDS-3GB-15D	B0H6MLHBD7	B0H6MLHBD7	Cayman Islands eSIM 3GB 15Days	New	26.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CAYMAN-ISLANDS-5GB-30D	B0H6M55MKK	B0H6M55MKK	Cayman Islands eSIM 5GB 30Days	New	35.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CENTRAL-AFRICAN-REPUBLIC-3GB-15D	B0FR9RK8FP	B0FR9RK8FP	Central African Republic eSIM 3GB 15Days	New	21.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CENTRAL-AFRICAN-REPUBLIC-5GB-30D	B0FR9R3NMC	B0FR9R3NMC	Central African Republic eSIM 5GB 30Days	New	33.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CHAD-3GB-15D	B0FR9SG4MK	B0FR9SG4MK	Chad eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CHAD-5GB-30D	B0FR9L414C	B0FR9L414C	Chad eSIM 5GB 30Days	New	28.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CHILE-3GB-15D	B0FR9RY1RT	B0FR9RY1RT	Chile eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	5	0	
CHINA-20GB-30D	B0FR9GD6X9	B0FR9GD6X9	China eSIM 20GB 30Days	New	18.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	5	0	
CHINA-3GB-15D	B0FR9QZ578	B0FR9QZ578	China eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
CHINA-5GB-30D	B0FR9HX7XH	B0FR9HX7XH	China eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CH_20_30	B0FRB6VY7S	B0FRB6VY7S	Switzerland eSIM 20GB 30Days	New	13.37	No		Yes	0	0	0	0	100	96.03	0	100	0	0	20	0	
CH_3_15	B0FRB5LFVC	B0FRB5LFVC	Switzerland eSIM 3GB 15Days	New	3.28	No		Yes	0	0	0	0	100	96.03	0	100	0	0	6	14	
CH_5_30	B0FRB7G4VW	B0FRB7G4VW	Switzerland eSIM 5GB 30Days	New	4.48	No		Yes	0	0	0	0	100	96.03	0	100	0	0	8	12	
CN_20_30	B0FR9GD6X9	B0FR9GD6X9	China eSIM 20GB 30Days	New	19.05	No		Yes	0	0	0	0	30	96.03	5	25	0	0	5	0	
CN_3_15	B0FR9QZ578	B0FR9QZ578	China eSIM 3GB 15Days	New	7.42	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
CN_5_30	B0FR9HX7XH	B0FR9HX7XH	China eSIM 5GB 30Days	New	9.78	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
COLOMBIA-3GB-15D	B0FR9RL8W5	B0FR9RL8W5	Colombia eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
COSTA-RICA-3GB-15D	B0FR9LNRMN	B0FR9LNRMN	Costa Rica eSIM 3GB 15Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
COTE-D-IVOIRE-3GB-15D	B0FR9HW9DJ	B0FR9HW9DJ	Cote d'Ivoire eSIM 3GB 15Days	New	24.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	1	4	
COTE-D-IVOIRE-5GB-30D	B0FR9V5LYJ	B0FR9V5LYJ	Cote d'Ivoire eSIM 5GB 30Days	New	31.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
CROATIA-20GB-30D	B0FR9TYCSL	B0FR9TYCSL	Croatia eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	4	16	
CROATIA-3GB-15D	B0FR9GDKT1	B0FR9GDKT1	Croatia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
CROATIA-5GB-30D	B0FR9BVV58	B0FR9BVV58	Croatia eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
CURACAO-20GB-30D	B0H6MF51WH	B0H6MF51WH	Curacao eSIM 20GB 30Days	New	79.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CURACAO-3GB-15D	B0H6M81JPM	B0H6M81JPM	Curacao eSIM 3GB 15Days	New	22.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CURACAO-5GB-30D	B0H6MGZLBC	B0H6MGZLBC	Curacao eSIM 5GB 30Days	New	29.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
CYPRUS-3GB-15D	B0FR8XJWWG	B0FR8XJWWG	Cyprus eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
CYPRUS-5GB-30D	B0FR8XHWZV	B0FR8XHWZV	Cyprus eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
CZECH-REPUBLIC-20GB-30D	B0FR9SVN9H	B0FR9SVN9H	Czech Republic eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
CZECH-REPUBLIC-3GB-15D	B0FR9SB2Q3	B0FR9SB2Q3	Czech Republic eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	2	
CZECH-REPUBLIC-5GB-30D	B0FR9BY2LF	B0FR9BY2LF	Czech Republic eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
DEMOCRATIC-REPUBLIC-OF-THE-CONGO-3GB-15D	B0H6LZL22Y	B0H6LZL22Y	Democratic Republic of the Congo eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
DEMOCRATIC-REPUBLIC-OF-THE-CONGO-5GB-30D	B0H6M6L8Z8	B0H6M6L8Z8	Democratic Republic of the Congo eSIM 5GB 30Days	New	22.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
DENMARK-20GB-30D	B0FR9QPF45	B0FR9QPF45	Denmark eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
DENMARK-3GB-15D	B0FR9GSNP4	B0FR9GSNP4	Denmark eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
DENMARK-5GB-30D	B0FR8XQYR4	B0FR8XQYR4	Denmark eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
DE_20_30	B0GSZP9H94	B0GSZP9H94	Germany eSIM 20GB 30Days	New	29.16	No		Yes	0	0	0	0	100	96.03	0	100	0	0	6	14	
DE_3_15	B0GSZBMLKV	B0GSZBMLKV	Germany eSIM 3GB 15Days	New	6.24	No		Yes	0	0	0	0	100	181.08	0	100	0	0	0	20	
DE_5_30	B0GSZDYWLZ	B0GSZDYWLZ	Germany eSIM 5GB 30Days	New	8.01	No		Yes	0	0	0	0	100	96.03	0	100	0	0	0	20	
DOMINICA-20GB-30D	B0H6MK8XTJ	B0H6MK8XTJ	Dominica eSIM 20GB 30Days	New	87.99	No		Yes	0	0	0	0	101	96.03	0	101	0	0	0	20	
DOMINICA-3GB-15D	B0H6M9H54M	B0H6M9H54M	Dominica eSIM 3GB 15Days	New	24.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	0	20	
DOMINICA-5GB-30D	B0H6M5HR32	B0H6M5HR32	Dominica eSIM 5GB 30Days	New	32.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	0	20	
DOMINICAN-REPUBLIC-20GB-30D	B0FR9C6DJF	B0FR9C6DJF	Dominican Republic eSIM 20GB 30Days	New	39.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	4	16	
DOMINICAN-REPUBLIC-3GB-15D	B0FR9GSKZF	B0FR9GSKZF	Dominican Republic eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
DOMINICAN-REPUBLIC-5GB-30D	B0FR9GQKCM	B0FR9GQKCM	Dominican Republic eSIM 5GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	2	18	
DRC-20GB-30D	B0H6MZWFM7	B0H6MZWFM7	Democratic Republic of the Congo eSIM 20GB 30Days	New	59.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
ECUADOR-3GB-15D	B0FR9RM6MP	B0FR9RM6MP	Ecuador eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
EGYPT-20GB-30D	B0FR9GQBGL	B0FR9GQBGL	Egypt eSIM 20GB 30Days	New	29.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	8	12	
EGYPT-3GB-15D	B0FR9C784N	B0FR9C784N	Egypt eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
EGYPT-5GB-30D	B0FR9LR5KJ	B0FR9LR5KJ	Egypt eSIM 5GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	17	3	
EG_20_30	B0FR9GQBGL	B0FR9GQBGL	Egypt eSIM 20GB 30Days	New	35.04	No		Yes	0	0	0	0	120	96.03	20	100	0	0	8	12	
EG_3_15	B0FR9C784N	B0FR9C784N	Egypt eSIM 3GB 15Days	New	10.96	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
EL-SALVADOR-3GB-15D	B0FR9LJ7X4	B0FR9LJ7X4	El Salvador eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
ESTONIA-20GB-30D	B0FR9L527N	B0FR9L527N	Estonia eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ESTONIA-3GB-15D	B0FR9GST1S	B0FR9GST1S	Estonia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	1	4	
ESTONIA-5GB-30D	B0FR9GQYKB	B0FR9GQYKB	Estonia eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ES_20_30	B0FRCMPGPL	B0FRCMPGPL	Spain eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	99	96.03	0	99	0	0	20	0	
ES_3_15	B0FRCDHTZ7	B0FRCDHTZ7	Spain eSIM 3GB 15Days	New	7.42	No		Yes	0	0	0	0	100	181.08	0	100	0	0	0	20	
